2025-09-19T20:09:27.749Z,Avancado_1S2,false
2025-09-19T20:09:27.766Z,Inicia,false
2025-09-19T20:09:27.861Z,V1_14,true
2025-09-19T20:09:27.887Z,Recuado_1S1,false
2025-09-19T20:09:27.931Z,Para,true
2025-09-19T20:09:27.949Z,Avancado_1S2,true
2025-09-19T20:09:27.957Z,Inicia,false
2025-09-19T20:09:27.963Z,V1_14,true
2025-09-19T20:09:27.970Z,Recuado_1S1,false
2025-09-19T20:09:27.976Z,Para,true
2025-09-19T20:09:27.983Z,V1_12,false
2025-09-19T20:09:27.995Z,V1_12,false
2025-09-19T20:09:28.045Z,Recuado_2S1,true
2025-09-19T20:09:28.053Z,Recuado_2S1,true
2025-09-19T20:09:28.107Z,Avancado_2S2,false
2025-09-19T20:09:28.115Z,Avancado_2S2,false
2025-09-19T20:09:28.143Z,Avancado_1S2,true
2025-09-19T20:09:28.150Z,Inicia,false
2025-09-19T20:09:28.156Z,V1_14,true
2025-09-19T20:09:28.162Z,Recuado_1S1,false
2025-09-19T20:09:28.170Z,Para,true
2025-09-19T20:09:28.176Z,V1_12,false
2025-09-19T20:09:28.183Z,Recuado_2S1,true
2025-09-19T20:09:28.189Z,Avancado_2S2,false
2025-09-19T20:09:28.232Z,V2_12,true
2025-09-19T20:09:28.247Z,V2_12,true
2025-09-19T20:09:28.263Z,V2_12,true
2025-09-19T20:09:28.289Z,V2_14,false
2025-09-19T20:09:28.300Z,V2_14,false
2025-09-19T20:09:28.310Z,V2_14,false
2025-09-19T20:09:28.347Z,Avancado_1S2,true
2025-09-19T20:09:28.353Z,Inicia,false
2025-09-19T20:09:28.359Z,V1_14,true
2025-09-19T20:09:28.366Z,Recuado_1S1,false
2025-09-19T20:09:28.373Z,Para,true
2025-09-19T20:09:28.379Z,V1_12,false
2025-09-19T20:09:28.386Z,Recuado_2S1,true
2025-09-19T20:09:28.393Z,Avancado_2S2,false
2025-09-19T20:09:28.399Z,V2_12,true
2025-09-19T20:09:28.407Z,V2_14,false
2025-09-19T20:09:28.545Z,Avancado_1S2,true
2025-09-19T20:09:28.551Z,Inicia,false
2025-09-19T20:09:28.558Z,V1_14,true
2025-09-19T20:09:28.564Z,Recuado_1S1,false
2025-09-19T20:09:28.572Z,Para,true
2025-09-19T20:09:28.579Z,V1_12,false
2025-09-19T20:09:28.585Z,Recuado_2S1,false
2025-09-19T20:09:28.592Z,Avancado_2S2,false
2025-09-19T20:09:28.599Z,V2_12,false
2025-09-19T20:09:28.606Z,V2_14,true
2025-09-19T20:09:28.759Z,Avancado_1S2,true
2025-09-19T20:09:28.765Z,Inicia,false
2025-09-19T20:09:28.771Z,V1_14,false
2025-09-19T20:09:28.777Z,Recuado_1S1,false
